candidate_id	species	tox_fasta_path	signalp_call	signalp_score	len_aa	n_cys	cys_density	cys_grammar	cys_gaps	net_charge_pH7	gravy	aromaticity	instability_index	signalp_prediction	is_secreted	plddt_mean	plddt_std	struct_pass	rg	dssp_n_res	sec_helix_frac	sec_sheet_frac	sec_coil_frac	n_cys_sg	n_disulfide_pairs	disulfide_pairs	gravy_1_20	priority_score_simple
Sitophilus_zeamais_2	Sitophilus_zeamais	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Sitophilus_zeamais/Sitophilus_zeamais.fas.pasta.toxin_renomeado.fasta	1	0.996533	93	8	0.08602150537634409	C-x(2)-C-x(13)-C-x(10)-C-x(15)-C-x(7)-C-x(12)-C-x(7)-C	2,13,10,15,7,12,7	2.1999999999999993	0.22688172043010763	0.08602150537634408	36.03978494623656	SP(Sec/SPI)	1	79.48045013658441	25.366566149347058	1.0	20.49347500156396	0.0	0.0	0.0	0.0	8.0	3.0	A32-A88;A43-A67;A59-A80	0.22688172043010763	0.8882710178145794
Anoplophora_glabripennis_1	Anoplophora_glabripennis	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Anoplophora_glabripennis/Anoplophora_glabripennis.fas.pasta.toxin_renomeado.fasta	1	0.999158	84	7	0.08333333333333333	C-x(11)-C-x(8)-C-x(15)-C-x(7)-C-x(12)-C-x(3)-C	11,8,15,7,12,3	6.0	0.23571428571428568	0.08333333333333334	33.20595238095236	SP(Sec/SPI)	1	78.33605053375871	25.648773347543322	1.0	21.09956460230272	0.0	0.0	0.0	0.0	7.0	3.0	A30-A80;A39-A63;A55-A76	0.23571428571428568	0.8873877453820158
Migdolus_fryanus_5	Migdolus_fryanus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Migdolus_fryanus/Migdolus_fryanus.fas.pasta.toxin_renomeado.fasta	1	0.998269	86	8	0.09302325581395349	C-x(14)-C-x(11)-C-x(8)-C-x(15)-C-x(7)-C-x(12)-C-x(3)-C	14,11,8,15,7,12,3	6.1	0.2000000000000002	0.10465116279069767	18.449999999999996	SP(Sec/SPI)	1	79.9228660131912	25.31117487796762	1.0	25.44582870331252	0.0	0.0	0.0	0.0	8.0	3.0	A33-A83;A42-A66;A58-A79	0.2000000000000002	0.8830629789864666
Elaphrus_aureus_1	Elaphrus_aureus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Elaphrus_aureus/Elaphrus_aureus.fas.pasta.toxin_renomeado.fasta	1	0.999819	73	6	0.0821917808219178	C-x(3)-C-x(7)-C-x(14)-C-x(6)-C-x(13)-C	3,7,14,6,13	2.0	0.1767123287671233	0.136986301369863	20.930136986301374	SP(Sec/SPI)	1	83.11699080860943	15.522150628491719	1.0	19.948261503852503	0.0	0.0	0.0	0.0	6.0	3.0	A25-A59;A29-A52;A37-A73	0.1767123287671233	0.88135412085714
Phyllotocus_sp_1	Phyllotocus_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Phyllotocus_sp/GKKF00000000.toxin_renomeado.fasta	1	0.99866	87	9	0.10344827586206896	C-x(13)-C-x(1)-C-x(14)-C-x(8)-C-x(15)-C-x(7)-C-x(12)-C-x(3)-C	13,1,14,8,15,7,12,3	1.0999999999999996	0.164367816091954	0.12643678160919541	37.1012643678161	SP(Sec/SPI)	1	76.83252604400953	27.541577112478294	1.0	22.515696994188293	0.0	0.0	0.0	0.0	9.0	3.0	A34-A84;A43-A67;A59-A80	0.164367816091954	0.8672537289031274
Orphnus_sp_1	Orphnus_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Orphnus_sp/GKJZ00000000.toxin_renomeado.fasta	1	0.998283	87	7	0.08045977011494253	C-x(14)-C-x(8)-C-x(15)-C-x(7)-C-x(12)-C-x(3)-C	14,8,15,7,12,3	5.0	0.17931034482758598	0.11494252873563218	28.268965517241384	SP(Sec/SPI)	1	75.71773191404273	26.948773819197744	1.0	23.16962005316116	0.0	0.0	0.0	0.0	7.0	3.0	A33-A83;A42-A66;A58-A79	0.17931034482758598	0.8632023757621183
Maechidius_sp_1	Maechidius_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Maechidius_sp/GKKI00000000.toxin_renomeado.fasta	1	0.982545	96	9	0.09375	C-x(8)-C-x(14)-C-x(15)-C-x(8)-C-x(15)-C-x(7)-C-x(12)-C-x(3)-C	8,14,15,8,15,7,12,3	4.0	0.1729166666666668	0.08333333333333334	31.829166666666662	SP(Sec/SPI)	1	72.01983210552974	30.529681509598515	1.0	23.762654197826873	0.0	0.0	0.0	0.0	9.0	3.0	A42-A92;A51-A75;A67-A88	0.1729166666666668	0.8553620802638244
Brassicogethes_aeneus_2	Brassicogethes_aeneus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Brassicogethes_aeneus/Brassicogethes_aeneus.fas.pasta.toxin_renomeado.fasta	1	0.996697	83	7	0.08433734939759036	C-x(16)-C-x(8)-C-x(15)-C-x(7)-C-x(12)-C-x(7)-C	16,8,15,7,12,7	4.1	0.042168674698795094	0.10843373493975904	26.86626506024097	SP(Sec/SPI)	1	86.64838011099769	13.77298608559365	1.0	17.01630736235844	0.0	0.0	0.0	0.0	7.0	3.0	A27-A81;A36-A60;A52-A73	0.042168674698795094	0.8503558900365304
Psylliodes_chrysocephalus_1	Psylliodes_chrysocephalus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Psylliodes_chrysocephalus/Psylliodes_chrysocephalus.fas.pasta.toxin_renomeado.fasta	1	0.997461	83	7	0.08433734939759036	C-x(16)-C-x(8)-C-x(15)-C-x(7)-C-x(12)-C-x(7)-C	16,8,15,7,12,7	4.1	0.02530120481927702	0.12048192771084337	26.86626506024097	SP(Sec/SPI)	1	86.3790188924809	14.354843564855768	1.0	17.88760055998523	0.0	0.0	0.0	0.0	7.0	3.0	A27-A81;A36-A60;A52-A73	0.02530120481927702	0.844622246026383
Ceutorhynchus_napi_3	Ceutorhynchus_napi	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Ceutorhynchus_napi/Ceutorhynchus_napi.fas.pasta.toxin_renomeado.fasta	1	0.997461	83	7	0.08433734939759036	C-x(16)-C-x(8)-C-x(15)-C-x(7)-C-x(12)-C-x(7)-C	16,8,15,7,12,7	4.1	0.02530120481927702	0.12048192771084337	26.86626506024097	SP(Sec/SPI)	1	86.00959011541453	14.783020566417697	1.0	16.695452470115452	0.0	0.0	0.0	0.0	7.0	3.0	A27-A81;A36-A60;A52-A73	0.02530120481927702	0.8436986740837171
Calosoma_frigidum_1	Calosoma_frigidum	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Calosoma_frigidum/Calosoma_frigidum.fas.pasta.toxin_renomeado.fasta	1	0.999538	91	8	0.08791208791208792	C-x(7)-C-x(21)-C-x(8)-C-x(15)-C-x(7)-C-x(12)-C-x(3)-C	7,21,8,15,7,12,3	6.0	0.06263736263736276	0.0879120879120879	38.170329670329664	SP(Sec/SPI)	1	78.45486523242707	22.76832343521197	1.0	21.50039332265485	0.0	0.0	0.0	0.0	8.0	3.0	A36-A86;A45-A69;A61-A82	0.06263736263736276	0.8369063938502985
Ceutorhynchus_napi_1	Ceutorhynchus_napi	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Ceutorhynchus_napi/Ceutorhynchus_napi.fas.pasta.toxin_renomeado.fasta	1	0.999222	87	8	0.09195402298850575	C-x(11)-C-x(9)-C-x(10)-C-x(15)-C-x(7)-C-x(12)-C-x(7)-C	11,9,10,15,7,12,7	1.1999999999999993	-0.003448275862068833	0.12643678160919541	29.88977011494252	SP(Sec/SPI)	1	81.39198857013362	22.551777623740833	1.0	20.325670819668428	0.0	0.0	0.0	0.0	8.0	3.0	A28-A84;A39-A63;A55-A76	-0.003448275862068833	0.8254339944138399
Hydroscapha_redfordi_1	Hydroscapha_redfordi	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Hydroscapha_redfordi/Hydroscapha_redfordi.fas.pasta.toxin_renomeado.fasta	1	0.997381	94	9	0.09574468085106383	C-x(5)-C-x(2)-C-x(38)-C-x(12)-C-x(3)-C-x(9)-C-x(5)-C-x(1)-C	5,2,38,12,3,9,5,1	2.1999999999999993	0.09680851063829785	0.1276595744680851	33.54574468085105	SP(Sec/SPI)	1	68.03465147248542	20.600883706996118	0.0	22.353697340341988	0.0	0.0	0.0	0.0	9.0	3.0	A57-A84;A70-A90;A74-A92	0.09680851063829785	0.8230653520854689
Anomala_sp_2	Anomala_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Anomala_sp/Anomala_sp.fas.pasta.toxin_renomeado.fasta	1	0.999764	91	6	0.06593406593406594	C-x(3)-C-x(7)-C-x(14)-C-x(6)-C-x(13)-C	3,7,14,6,13	5.1	0.03736263736263723	0.04395604395604396	26.3032967032967	SP(Sec/SPI)	1	78.0785006876292	22.636650300388958	1.0	23.23431783633097	0.0	0.0	0.0	0.0	6.0	3.0	A34-A68;A38-A61;A46-A82	0.03736263736263723	0.8228885594113807
Liparetrus_sp_1	Liparetrus_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Liparetrus_sp/GKKD00000000.toxin_renomeado.fasta	1	0.999585	78	8	0.10256410256410256	C-x(6)-C-x(16)-C-x(8)-C-x(15)-C-x(7)-C-x(12)-C-x(3)-C	6,16,8,15,7,12,3	3.2	-0.012820512820512787	0.11538461538461539	36.87692307692307	SP(Sec/SPI)	1	79.05490884417128	26.163083503353104	1.0	19.37390191508545	0.0	0.0	0.0	0.0	8.0	3.0	A27-A77;A36-A60;A52-A73	-0.012820512820512787	0.8194321439053001
Hippodamia_convergens_1	Hippodamia_convergens	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Hippodamia_convergens/Hippodamia_convergens.fas.pasta.toxin_renomeado.fasta	1	0.534646	95	7	0.07368421052631578	C-x(15)-C-x(10)-C-x(13)-C-x(7)-C-x(12)-C-x(7)-C	15,10,13,7,12,7	2.3000000000000007	-0.005263157894736835	0.10526315789473684	38.44105263157894	SP(Sec/SPI)	1	80.45098657608033	22.18766511988666	1.0	25.492311894866507	0.0	0.0	0.0	0.0	7.0	3.0	A40-A94;A51-A73;A65-A86	-0.005263157894736835	0.8179695717033588
Migdolus_fryanus_4	Migdolus_fryanus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Migdolus_fryanus/Migdolus_fryanus.fas.pasta.toxin_renomeado.fasta	1	0.995573	90	6	0.06666666666666667	C-x(13)-C-x(15)-C-x(7)-C-x(12)-C-x(7)-C	13,15,7,12,7	2.0999999999999996	-0.03111111111111095	0.12222222222222222	32.3711111111111	SP(Sec/SPI)	1	83.96580601418749	20.535490022604137	1.0	21.19577810585966	0.0	0.0	0.0	0.0	6.0	3.0	A28-A87;A42-A66;A58-A79	-0.03111111111111095	0.8172478483688022
Sitophilus_oryzae_1	Sitophilus_oryzae	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Sitophilus_oryzae/Sitophilus_oryzae.fas.pasta.toxin_renomeado.fasta	1	0.997762	90	7	0.07777777777777778	C-x(20)-C-x(10)-C-x(15)-C-x(7)-C-x(12)-C-x(7)-C	20,10,15,7,12,7	3.0999999999999996	-0.05222222222222218	0.12222222222222222	24.852222222222224	SP(Sec/SPI)	1	82.67324798942632	20.26592047127262	1.0	18.333547994598504	0.0	0.0	0.0	0.0	7.0	3.0	A32-A88;A43-A67;A59-A80	-0.05222222222222218	0.8104608977513437
Bolboceras_sp_1	Bolboceras_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Bolboceras_sp/GKKA00000000.toxin_renomeado.fasta	1	0.994211	76	6	0.07894736842105263	C-x(1)-C-x(7)-C-x(10)-C-x(3)-C-x(19)-C	1,7,10,3,19	2.0	0.06184210526315779	0.07894736842105264	28.86578947368421	SP(Sec/SPI)	1	68.1491080213779	29.612420506059475	0.0	25.434177142989363	0.0	0.0	0.0	0.0	6.0	3.0	A31-A56;A33-A52;A41-A76	0.06184210526315779	0.8086622437376554
Liopterus_haemorrhoidalis_1	Liopterus_haemorrhoidalis	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Liopterus_haemorrhoidalis/Liopterus_haemorrhoidalis.fas.pasta.toxin_renomeado.fasta	1	0.999579	91	7	0.07692307692307693	C-x(30)-C-x(8)-C-x(15)-C-x(7)-C-x(12)-C-x(3)-C	30,8,15,7,12,3	4.199999999999999	-4.8801012071435456e-18	0.09890109890109891	39.18901098901098	SP(Sec/SPI)	1	74.97530582314026	28.11519396535159	1.0	22.200324872219173	0.0	0.0	0.0	0.0	7.0	3.0	A36-A86;A45-A69;A61-A82	-4.8801012071435456e-18	0.80666903378862
Byrrhus_pilula_5	Byrrhus_pilula	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Byrrhus_pilula/Byrrhus_pilula.fas.pasta.toxin_renomeado.fasta	1	0.99786	89	8	0.0898876404494382	C-x(2)-C-x(12)-C-x(8)-C-x(15)-C-x(7)-C-x(12)-C-x(3)-C	2,12,8,15,7,12,3	3.1999999999999993	-0.031460674157303525	0.07865168539325844	38.926966292134836	SP(Sec/SPI)	1	75.99616623341863	27.882993063152043	1.0	22.00062649442519	0.0	0.0	0.0	0.0	8.0	3.0	A36-A86;A45-A69;A61-A82	-0.031460674157303525	0.8030241234487152
Macrosiagon_limbatum_1	Macrosiagon_limbatum	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Macrosiagon_limbatum/Macrosiagon_limbatum.fas.pasta.toxin_renomeado.fasta	1	0.999499	87	7	0.08045977011494253	C-x(13)-C-x(8)-C-x(15)-C-x(7)-C-x(12)-C-x(3)-C	13,8,15,7,12,3	7.1	-0.04482758620689654	0.08045977011494253	39.90344827586206	SP(Sec/SPI)	1	78.04653342918114	25.705155646494255	1.0	21.460309356269747	0.0	0.0	0.0	0.0	7.0	3.0	A34-A84;A43-A67;A59-A80	-0.04482758620689654	0.8017830002396196
Diphucephala_sp_1	Diphucephala_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Diphucephala_sp/Diphucephala_sp.fas.pasta.toxin_renomeado.fasta	1	0.999813	83	8	0.0963855421686747	C-x(8)-C-x(3)-C-x(7)-C-x(14)-C-x(6)-C-x(17)-C-x(4)-C	8,3,7,14,6,17,4	1.3000000000000007	-0.0012048192771085793	0.0963855421686747	39.5867469879518	SP(Sec/SPI)	1	70.24439934895675	20.454295252497324	1.0	21.531829862745195	0.0	0.0	0.0	0.0	8.0	3.0	A23-A57;A27-A50;A35-A75	-0.0012048192771085793	0.7993459381314281
Lepiserica_sp_4	Lepiserica_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Lepiserica_sp/GKKQ00000000.toxin_renomeado.fasta	1	0.99936	89	8	0.0898876404494382	C-x(4)-C-x(16)-C-x(8)-C-x(15)-C-x(7)-C-x(12)-C-x(3)-C	4,16,8,15,7,12,3	5.0	-0.04382022471910135	0.10112359550561797	36.71573033707865	SP(Sec/SPI)	1	75.84107346790658	29.25009820437265	1.0	25.315098739489986	0.0	0.0	0.0	0.0	8.0	3.0	A35-A85;A44-A68;A60-A81	-0.04382022471910135	0.7989285263663957
Alurnus_ornatus_3	Alurnus_ornatus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Alurnus_ornatus/Alurnus_ornatus.fas.pasta.toxin_renomeado.fasta	1	0.999607	90	6	0.06666666666666667	C-x(3)-C-x(7)-C-x(15)-C-x(6)-C-x(13)-C	3,7,15,6,13	5.0	-0.07777777777777783	0.1	38.29888888888888	SP(Sec/SPI)	1	81.22091724711254	18.085467323945988	1.0	24.299296051740335	0.0	0.0	0.0	0.0	6.0	3.0	A32-A67;A36-A60;A44-A81	-0.07777777777777783	0.7963856264511148
Aethina_tumida_4	Aethina_tumida	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Aethina_tumida/Aethina_tumida.fas.pasta.toxin_renomeado.fasta	1	0.998815	88	7	0.07954545454545454	C-x(14)-C-x(8)-C-x(15)-C-x(7)-C-x(12)-C-x(3)-C	14,8,15,7,12,3	5.199999999999999	-0.030681818181818234	0.09090909090909091	38.91477272727273	SP(Sec/SPI)	1	73.42673593600355	30.587614801245923	1.0	22.363890545903985	0.0	0.0	0.0	0.0	7.0	3.0	A35-A85;A44-A68;A60-A81	-0.030681818181818234	0.7942486580218271
Euwallacea_fornicatus_1	Euwallacea_fornicatus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Euwallacea_fornicatus/Euwallacea_fornicatus.fas.pasta.toxin_renomeado.fasta	1	0.993681	91	7	0.07692307692307693	C-x(23)-C-x(8)-C-x(15)-C-x(7)-C-x(13)-C-x(3)-C	23,8,15,7,13,3	3.0	-0.020879120879120975	0.09890109890109891	30.6967032967033	SP(Sec/SPI)	1	72.26106998459302	26.558828215841853	1.0	21.6308991257871	0.0	0.0	0.0	0.0	7.0	3.0	A36-A87;A45-A69;A61-A83	-0.020879120879120975	0.7936197079285155
Scitalia_sp_1	Scitalia_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Scitalia_sp/GKKH00000000.toxin_renomeado.fasta	1	0.998015	90	8	0.08888888888888889	C-x(1)-C-x(17)-C-x(8)-C-x(15)-C-x(7)-C-x(12)-C-x(3)-C	1,17,8,15,7,12,3	3.1999999999999993	-0.06888888888888885	0.1111111111111111	35.99233333333333	SP(Sec/SPI)	1	76.3618844437632	25.42939783034084	1.0	22.023478947461033	0.0	0.0	0.0	0.0	8.0	3.0	A32-A82;A41-A65;A57-A78	-0.06888888888888885	0.7924602666649636
Priacma_serrata_1	Priacma_serrata	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Priacma_serrata/Priacma_serrata.fas.pasta.toxin_renomeado.fasta	1	0.999718	95	7	0.07368421052631578	C-x(18)-C-x(14)-C-x(15)-C-x(7)-C-x(12)-C-x(3)-C	18,14,15,7,12,3	3.0999999999999996	-0.05368421052631594	0.1473684210526316	35.803157894736835	SP(Sec/SPI)	1	75.94755365515267	22.647916573649066	1.0	20.082770982212313	0.0	0.0	0.0	0.0	7.0	3.0	A32-A88;A47-A71;A63-A84	-0.05368421052631594	0.792184673611566
Lepiserica_sp_5	Lepiserica_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Lepiserica_sp/GKKQ00000000.toxin_renomeado.fasta	1	0.999437	91	7	0.07692307692307693	C-x(18)-C-x(8)-C-x(15)-C-x(7)-C-x(12)-C-x(3)-C	18,8,15,7,12,3	3.0	-0.09120879120879126	0.1208791208791209	39.64846153846151	SP(Sec/SPI)	1	79.71789899259723	26.574488122523597	1.0	21.36574746264694	0.0	0.0	0.0	0.0	7.0	3.0	A37-A87;A46-A70;A62-A83	-0.09120879120879126	0.791162879349625
Elateroides_flabellicornis_3	Elateroides_flabellicornis	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Elateroides_flabellicornis/Elateroides_flabellicornis.fas.pasta.toxin_renomeado.fasta	1	0.999155	77	7	0.09090909090909091	C-x(19)-C-x(6)-C-x(5)-C-x(0)-C-x(4)-C-x(6)-C	19,6,5,0,4,6	4.199999999999999	-0.12337662337662351	0.03896103896103896	39.64415584415584	SP(Sec/SPI)	1	81.92341140440874	15.002945042790124	1.0	24.372624163072114	0.0	0.0	0.0	0.0	7.0	3.0	A27-A41;A34-A46;A40-A53	-0.12337662337662351	0.7905228142253076
Migdolus_fryanus_3	Migdolus_fryanus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Migdolus_fryanus/Migdolus_fryanus.fas.pasta.toxin_renomeado.fasta	1	0.99616	90	6	0.06666666666666667	C-x(13)-C-x(15)-C-x(7)-C-x(12)-C-x(7)-C	13,15,7,12,7	3.0999999999999996	-0.13222222222222213	0.1111111111111111	20.547777777777778	SP(Sec/SPI)	1	82.77417274310434	23.091269301422997	1.0	20.73265399512578	0.0	0.0	0.0	0.0	6.0	3.0	A28-A87;A42-A66;A58-A79	-0.13222222222222213	0.7839354318577609
Copris_lunaris_3	Copris_lunaris	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Copris_lunaris/GKIU00000000.toxin_renomeado.fasta	1	0.999614	91	6	0.06593406593406594	C-x(3)-C-x(7)-C-x(14)-C-x(6)-C-x(13)-C	3,7,14,6,13	4.0	-0.061538461538461535	0.06593406593406594	39.78351648351647	SP(Sec/SPI)	1	73.40022187543339	25.844388553494976	1.0	28.226004305827207	0.0	0.0	0.0	0.0	6.0	3.0	A34-A68;A38-A61;A46-A82	-0.061538461538461535	0.7815225327105616
Migdolus_fryanus_2	Migdolus_fryanus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Migdolus_fryanus/Migdolus_fryanus.fas.pasta.toxin_renomeado.fasta	1	0.996244	92	6	0.06521739130434782	C-x(13)-C-x(15)-C-x(7)-C-x(12)-C-x(7)-C	13,15,7,12,7	2.0999999999999996	-0.1315217391304347	0.10869565217391304	25.869565217391308	SP(Sec/SPI)	1	81.51391730077586	23.552362558641146	1.0	15.993755272328306	0.0	0.0	0.0	0.0	6.0	3.0	A28-A87;A42-A66;A58-A79	-0.1315217391304347	0.7806326193388963
Elateroides_flabellicornis_1	Elateroides_flabellicornis	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Elateroides_flabellicornis/Elateroides_flabellicornis.fas.pasta.toxin_renomeado.fasta	1	0.999689	75	6	0.08	C-x(6)-C-x(5)-C-x(0)-C-x(4)-C-x(6)-C	6,5,0,4,6	4.199999999999999	-0.17333333333333334	0.039999999999999994	26.87733333333333	SP(Sec/SPI)	1	84.65412776334298	11.60646585312892	1.0	23.27455152696085	0.0	0.0	0.0	0.0	6.0	3.0	A25-A39;A32-A44;A38-A51	-0.17333333333333334	0.7796353194083575
Helophorus_nanus_1	Helophorus_nanus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Helophorus_nanus/Helophorus_nanus.fas.pasta.toxin_renomeado.fasta	1	0.999161	86	7	0.08139534883720931	C-x(23)-C-x(8)-C-x(15)-C-x(7)-C-x(12)-C-x(3)-C	23,8,15,7,12,3	1.0	-0.09767441860465116	0.09302325581395349	34.267441860465105	SP(Sec/SPI)	1	74.38498494776354	28.052735207406226	1.0	21.663881629229508	0.0	0.0	0.0	0.0	7.0	3.0	A33-A83;A42-A66;A58-A79	-0.09767441860465116	0.7770089739973159
Dastarcus_helophoroides_1	Dastarcus_helophoroides	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Dastarcus_helophoroides/Dastarcus_helophoroides.fas.pasta.toxin_renomeado.fasta	1	0.997405	91	9	0.0989010989010989	C-x(11)-C-x(2)-C-x(11)-C-x(9)-C-x(15)-C-x(7)-C-x(12)-C-x(7)-C	11,2,11,9,15,7,12,7	5.1	-0.17252747252747253	0.13186813186813187	34.808791208791206	SP(Sec/SPI)	1	81.45852477172684	20.246651353321283	1.0	18.43663912844785	0.0	0.0	0.0	0.0	9.0	3.0	A33-A88;A43-A67;A59-A80	-0.17252747252747253	0.7766133448963501
Allokotarsa_sp_3	Allokotarsa_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Allokotarsa_sp/GKKN00000000.toxin_renomeado.fasta	1	0.999416	90	8	0.08888888888888889	C-x(4)-C-x(16)-C-x(8)-C-x(15)-C-x(7)-C-x(12)-C-x(3)-C	4,16,8,15,7,12,3	7.0	-0.12000000000000009	0.13333333333333333	29.319999999999997	SP(Sec/SPI)	1	75.49711305027726	29.08483052095185	1.0	24.823611119926394	0.0	0.0	0.0	0.0	8.0	3.0	A36-A86;A45-A69;A61-A82	-0.12000000000000009	0.7749650048479154
Aphodius_haemorrhoidalis_1	Aphodius_haemorrhoidalis	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Aphodius_haemorrhoidalis/GKIW00000000.toxin_renomeado.fasta	1	0.999508	95	6	0.06315789473684211	C-x(3)-C-x(7)-C-x(15)-C-x(6)-C-x(13)-C	3,7,15,6,13	4.1	-0.12315789473684206	0.06315789473684211	31.711578947368405	SP(Sec/SPI)	1	75.81228818731793	24.153303935956394	1.0	29.950302317671007	0.0	0.0	0.0	0.0	6.0	3.0	A37-A72;A41-A65;A49-A86	-0.12315789473684206	0.7683728257314528
Microcara_testacea_1	Microcara_testacea	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Microcara_testacea/Microcara_testacea.fas.pasta.toxin_renomeado.fasta	1	0.966549	96	8	0.08333333333333333	C-x(10)-C-x(9)-C-x(13)-C-x(15)-C-x(7)-C-x(12)-C-x(3)-C	10,9,13,15,7,12,3	5.1	-0.1552083333333333	0.13541666666666669	36.92812499999999	SP(Sec/SPI)	1	76.63252272365318	24.537615999449596	1.0	22.10822830651459	0.0	0.0	0.0	0.0	8.0	3.0	A36-A91;A50-A74;A66-A87	-0.1552083333333333	0.7658521401424664
Phyllotocus_sp_3	Phyllotocus_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Phyllotocus_sp/GKKF00000000.toxin_renomeado.fasta	1	0.99927	88	8	0.09090909090909091	C-x(14)-C-x(15)-C-x(8)-C-x(15)-C-x(7)-C-x(12)-C-x(3)-C	14,15,8,15,7,12,3	7.1	-0.16022727272727277	0.09090909090909091	35.64545454545454	SP(Sec/SPI)	1	74.69451230478079	27.267571381486054	1.0	17.771568633682975	0.0	0.0	0.0	0.0	8.0	3.0	A34-A84;A43-A67;A59-A80	-0.16022727272727277	0.761395371671043
Heteronyx_sp_2	Heteronyx_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Heteronyx_sp/GKKG00000000.toxin_renomeado.fasta	1	0.998917	82	8	0.0975609756097561	C-x(13)-C-x(6)-C-x(10)-C-x(15)-C-x(7)-C-x(12)-C-x(3)-C	13,6,10,15,7,12,3	9.1	-0.2475609756097564	0.10975609756097561	24.02926829268292	SP(Sec/SPI)	1	83.25232583058032	19.915617277466538	1.0	19.915846524568185	0.0	0.0	0.0	0.0	8.0	3.0	A27-A79;A38-A62;A54-A75	-0.2475609756097564	0.758252765795963
Psylliodes_chrysocephalus_2	Psylliodes_chrysocephalus	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Psylliodes_chrysocephalus/Psylliodes_chrysocephalus.fas.pasta.toxin_renomeado.fasta	1	0.991666	93	8	0.08602150537634409	C-x(10)-C-x(10)-C-x(15)-C-x(7)-C-x(12)-C-x(7)-C-x(3)-C	10,10,15,7,12,7,3	7.300000000000001	-0.22150537634408593	0.1075268817204301	38.87849462365591	SP(Sec/SPI)	1	80.14448318225425	20.0634227580166	1.0	18.50848426303138	0.0	0.0	0.0	0.0	8.0	3.0	A31-A87;A42-A66;A58-A79	-0.22150537634408593	0.7554149713964959
Heteronyx_sp_3	Heteronyx_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Heteronyx_sp/GKKG00000000.toxin_renomeado.fasta	1	0.999574	92	6	0.06521739130434782	C-x(3)-C-x(7)-C-x(14)-C-x(6)-C-x(13)-C	3,7,14,6,13	5.0	-0.19021739130434784	0.05434782608695652	34.94021739130434	SP(Sec/SPI)	1	75.41536549517983	24.42948591377941	1.0	28.57844203702481	0.0	0.0	0.0	0.0	6.0	3.0	A35-A69;A39-A62;A47-A83	-0.19021739130434784	0.7477775441727323
Allokotarsa_sp_2	Allokotarsa_sp	/home/danilo/Caroline/coletotox_min/00_inputs/toxin/Allokotarsa_sp/GKKN00000000.toxin_renomeado.fasta	1	0.997617	97	8	0.08247422680412371	C-x(1)-C-x(16)-C-x(12)-C-x(15)-C-x(7)-C-x(12)-C-x(3)-C	1,16,12,15,7,12,3	1.0999999999999996	-0.2340206185567008	0.07216494845360824	38.632989690721644	SP(Sec/SPI)	1	77.96031034266257	25.017692522755357	1.0	23.33835960723814	0.0	0.0	0.0	0.0	8.0	3.0	A37-A91;A50-A74;A66-A87	-0.2340206185567008	0.7453131469906772
